iso_code,continent,location,date,new_cases,number_introductions,international_travel_controls,number_introductions_lead14,number_introductions_lead7
KHM,Asia,Cambodia,2020-03-24,4,0,3,0,0
KHM,Asia,Cambodia,2020-03-25,5,0,3,0,0
KHM,Asia,Cambodia,2020-03-26,0,0,3,0,0
KHM,Asia,Cambodia,2020-03-27,3,0,3,0,0
KHM,Asia,Cambodia,2020-03-28,0,0,3,0,0
KHM,Asia,Cambodia,2020-03-29,4,2,3,0,0
KHM,Asia,Cambodia,2020-03-30,4,0,3,0,0
KHM,Asia,Cambodia,2020-03-31,2,0,3,0,0
KHM,Asia,Cambodia,2020-04-01,0,0,3,0,0
KHM,Asia,Cambodia,2020-04-02,1,0,3,0,0
KHM,Asia,Cambodia,2020-04-03,4,0,3,0,0
KHM,Asia,Cambodia,2020-04-04,0,0,3,0,0
KHM,Asia,Cambodia,2020-04-05,0,0,3,0,0
KHM,Asia,Cambodia,2020-04-06,0,0,3,0,0
KHM,Asia,Cambodia,2020-04-07,1,0,3,0,0
KHM,Asia,Cambodia,2020-04-08,2,0,2,0,0
KHM,Asia,Cambodia,2020-04-09,2,0,2,0,0
KHM,Asia,Cambodia,2020-04-10,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-11,1,0,2,0,0
KHM,Asia,Cambodia,2020-04-12,2,0,2,0,0
KHM,Asia,Cambodia,2020-04-13,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-14,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-15,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-16,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-17,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-18,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-19,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-20,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-21,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-22,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-23,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-24,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-25,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-26,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-27,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-28,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-29,0,0,2,0,0
KHM,Asia,Cambodia,2020-04-30,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-01,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-02,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-03,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-04,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-05,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-06,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-07,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-08,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-09,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-10,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-11,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-12,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-13,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-14,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-15,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-16,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-17,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-18,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-19,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-20,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-21,1,0,2,0,0
KHM,Asia,Cambodia,2020-05-22,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-23,1,0,2,0,0
KHM,Asia,Cambodia,2020-05-24,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-25,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-26,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-27,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-28,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-29,0,0,2,0,0
KHM,Asia,Cambodia,2020-05-30,1,0,2,0,0
KHM,Asia,Cambodia,2020-05-31,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-01,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-02,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-03,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-04,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-05,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-06,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-07,1,0,2,0,0
KHM,Asia,Cambodia,2020-06-08,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-09,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-10,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-11,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-12,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-13,2,0,2,0,0
KHM,Asia,Cambodia,2020-06-14,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-15,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-16,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-17,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-18,1,0,2,0,0
KHM,Asia,Cambodia,2020-06-19,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-20,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-21,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-22,1,0,2,0,0
KHM,Asia,Cambodia,2020-06-23,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-24,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-25,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-26,9,0,2,0,0
KHM,Asia,Cambodia,2020-06-27,2,0,2,0,0
KHM,Asia,Cambodia,2020-06-28,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-29,0,0,2,0,0
KHM,Asia,Cambodia,2020-06-30,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-01,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-02,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-03,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-04,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-05,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-06,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-07,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-08,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-09,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-10,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-11,15,0,2,0,0
KHM,Asia,Cambodia,2020-07-12,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-13,9,0,2,0,0
KHM,Asia,Cambodia,2020-07-14,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-15,1,0,2,0,0
KHM,Asia,Cambodia,2020-07-16,5,0,2,0,0
KHM,Asia,Cambodia,2020-07-17,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-18,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-19,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-20,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-21,26,0,2,0,0
KHM,Asia,Cambodia,2020-07-22,1,0,2,0,0
KHM,Asia,Cambodia,2020-07-23,4,0,2,0,0
KHM,Asia,Cambodia,2020-07-24,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-25,23,0,2,0,0
KHM,Asia,Cambodia,2020-07-26,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-27,1,0,2,0,0
KHM,Asia,Cambodia,2020-07-28,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-29,0,0,2,0,0
KHM,Asia,Cambodia,2020-07-30,8,0,2,0,0
KHM,Asia,Cambodia,2020-07-31,5,0,2,0,0
KHM,Asia,Cambodia,2020-08-01,1,0,2,0,0
KHM,Asia,Cambodia,2020-08-02,0,0,2,0,0
KHM,Asia,Cambodia,2020-08-03,0,0,2,0,0
KHM,Asia,Cambodia,2020-08-04,3,0,2,0,0
KHM,Asia,Cambodia,2020-08-05,0,0,2,0,0
KHM,Asia,Cambodia,2020-08-06,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-07,3,0,3,0,0
KHM,Asia,Cambodia,2020-08-08,2,0,3,0,0
KHM,Asia,Cambodia,2020-08-09,3,0,3,0,0
KHM,Asia,Cambodia,2020-08-10,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-11,17,0,3,0,0
KHM,Asia,Cambodia,2020-08-12,4,0,3,0,0
KHM,Asia,Cambodia,2020-08-13,1,0,3,0,0
KHM,Asia,Cambodia,2020-08-14,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-15,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-16,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-17,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-18,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-19,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-20,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-21,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-22,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-23,0,0,3,0,0
KHM,Asia,Cambodia,2020-08-24,0,0,2,0,0
KHM,Asia,Cambodia,2020-08-25,0,0,2,0,0
KHM,Asia,Cambodia,2020-08-26,0,0,2,0,0
KHM,Asia,Cambodia,2020-08-27,0,0,2,0,0
KHM,Asia,Cambodia,2020-08-28,0,0,2,0,0
KHM,Asia,Cambodia,2020-08-29,0,0,2,0,0
KHM,Asia,Cambodia,2020-08-30,0,0,2,0,0
KHM,Asia,Cambodia,2020-08-31,1,0,2,0,0
KHM,Asia,Cambodia,2020-09-01,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-02,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-03,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-04,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-05,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-06,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-07,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-08,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-09,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-10,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-11,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-12,1,0,2,0,0
KHM,Asia,Cambodia,2020-09-13,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-14,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-15,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-16,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-17,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-18,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-19,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-20,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-21,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-22,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-23,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-24,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-25,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-26,1,0,2,0,0
KHM,Asia,Cambodia,2020-09-27,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-28,1,0,2,0,0
KHM,Asia,Cambodia,2020-09-29,0,0,2,0,0
KHM,Asia,Cambodia,2020-09-30,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-01,1,0,2,0,0
KHM,Asia,Cambodia,2020-10-02,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-03,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-04,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-05,2,0,2,0,0
KHM,Asia,Cambodia,2020-10-06,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-07,1,0,2,0,0
KHM,Asia,Cambodia,2020-10-08,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-09,2,0,2,0,0
KHM,Asia,Cambodia,2020-10-10,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-11,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-12,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-13,0,0,2,1,0
KHM,Asia,Cambodia,2020-10-14,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-15,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-16,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-17,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-18,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-19,2,0,2,0,0
KHM,Asia,Cambodia,2020-10-20,1,0,2,0,1
KHM,Asia,Cambodia,2020-10-21,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-22,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-23,1,0,2,0,0
KHM,Asia,Cambodia,2020-10-24,0,0,2,1,0
KHM,Asia,Cambodia,2020-10-25,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-26,1,0,2,0,0
KHM,Asia,Cambodia,2020-10-27,2,1,2,0,0
KHM,Asia,Cambodia,2020-10-28,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-29,1,0,2,0,0
KHM,Asia,Cambodia,2020-10-30,0,0,2,0,0
KHM,Asia,Cambodia,2020-10-31,0,0,2,0,1
KHM,Asia,Cambodia,2020-11-01,1,0,2,0,0
KHM,Asia,Cambodia,2020-11-02,0,0,2,0,0
KHM,Asia,Cambodia,2020-11-03,0,0,2,0,0
KHM,Asia,Cambodia,2020-11-04,0,0,2,0,0
KHM,Asia,Cambodia,2020-11-05,0,0,2,0,0
KHM,Asia,Cambodia,2020-11-06,2,0,2,0,0
KHM,Asia,Cambodia,2020-11-07,1,1,2,0,0
KHM,Asia,Cambodia,2020-11-08,2,0,2,1,0
KHM,Asia,Cambodia,2020-11-09,3,0,2,0,0
KHM,Asia,Cambodia,2020-11-10,0,0,2,0,0
KHM,Asia,Cambodia,2020-11-11,1,0,2,0,0
KHM,Asia,Cambodia,2020-11-12,0,0,2,0,0
KHM,Asia,Cambodia,2020-11-13,1,0,2,0,0
KHM,Asia,Cambodia,2020-11-14,0,0,2,1,0
KHM,Asia,Cambodia,2020-11-15,0,0,2,0,1
KHM,Asia,Cambodia,2020-11-16,1,0,2,0,0
KHM,Asia,Cambodia,2020-11-17,1,0,2,1,0
KHM,Asia,Cambodia,2020-11-18,0,0,2,0,0
KHM,Asia,Cambodia,2020-11-19,0,0,2,0,0
KHM,Asia,Cambodia,2020-11-20,1,0,2,0,0
KHM,Asia,Cambodia,2020-11-21,1,0,2,0,1
KHM,Asia,Cambodia,2020-11-22,0,1,2,0,0
KHM,Asia,Cambodia,2020-11-23,0,0,2,0,0
KHM,Asia,Cambodia,2020-11-24,1,0,2,0,1
KHM,Asia,Cambodia,2020-11-25,0,0,2,0,0
KHM,Asia,Cambodia,2020-11-26,0,0,2,0,0
KHM,Asia,Cambodia,2020-11-27,1,0,2,0,0
KHM,Asia,Cambodia,2020-11-28,7,1,2,0,0
KHM,Asia,Cambodia,2020-11-29,8,0,2,0,0
KHM,Asia,Cambodia,2020-11-30,3,0,2,0,0
KHM,Asia,Cambodia,2020-12-01,3,1,2,0,0
KHM,Asia,Cambodia,2020-12-02,2,0,2,0,0
KHM,Asia,Cambodia,2020-12-03,4,0,2,0,0
KHM,Asia,Cambodia,2020-12-04,10,0,2,0,0
KHM,Asia,Cambodia,2020-12-05,1,0,2,1,0
KHM,Asia,Cambodia,2020-12-06,2,0,2,0,0
KHM,Asia,Cambodia,2020-12-07,2,0,2,0,0
KHM,Asia,Cambodia,2020-12-08,4,0,2,0,0
KHM,Asia,Cambodia,2020-12-09,2,0,2,0,0
KHM,Asia,Cambodia,2020-12-10,1,0,2,0,0
KHM,Asia,Cambodia,2020-12-11,0,0,2,0,0
KHM,Asia,Cambodia,2020-12-12,2,0,2,0,1
KHM,Asia,Cambodia,2020-12-13,0,0,2,0,0
KHM,Asia,Cambodia,2020-12-14,3,0,2,0,0
KHM,Asia,Cambodia,2020-12-15,0,0,2,0,0
KHM,Asia,Cambodia,2020-12-16,0,0,2,1,0
KHM,Asia,Cambodia,2020-12-17,0,0,2,1,0
KHM,Asia,Cambodia,2020-12-18,0,0,2,0,0
KHM,Asia,Cambodia,2020-12-19,0,1,2,0,0
KHM,Asia,Cambodia,2020-12-20,1,0,2,0,0
KHM,Asia,Cambodia,2020-12-21,0,0,2,0,0
KHM,Asia,Cambodia,2020-12-22,0,0,2,0,0
KHM,Asia,Cambodia,2020-12-23,0,0,2,0,1
KHM,Asia,Cambodia,2020-12-24,0,0,2,0,1
KHM,Asia,Cambodia,2020-12-25,0,0,2,0,0
KHM,Asia,Cambodia,2020-12-26,1,0,2,0,0
KHM,Asia,Cambodia,2020-12-27,0,0,2,0,0
KHM,Asia,Cambodia,2020-12-28,0,0,2,0,0
KHM,Asia,Cambodia,2020-12-29,0,0,2,0,0
KHM,Asia,Cambodia,2020-12-30,2,1,2,0,0
KHM,Asia,Cambodia,2020-12-31,12,1,2,0,0
KHM,Asia,Cambodia,2021-01-01,1,0,2,0,0
KHM,Asia,Cambodia,2021-01-02,2,0,2,0,0
KHM,Asia,Cambodia,2021-01-03,1,0,2,0,0
KHM,Asia,Cambodia,2021-01-04,0,0,2,0,0
KHM,Asia,Cambodia,2021-01-05,1,0,2,0,0
KHM,Asia,Cambodia,2021-01-06,2,0,2,1,0
KHM,Asia,Cambodia,2021-01-07,1,0,2,0,0
KHM,Asia,Cambodia,2021-01-08,1,0,2,0,0
KHM,Asia,Cambodia,2021-01-09,4,0,2,0,0
KHM,Asia,Cambodia,2021-01-10,0,0,2,0,0
KHM,Asia,Cambodia,2021-01-11,1,0,2,0,0
KHM,Asia,Cambodia,2021-01-12,6,0,2,0,0
KHM,Asia,Cambodia,2021-01-13,13,0,2,0,1
KHM,Asia,Cambodia,2021-01-14,15,0,2,0,0
KHM,Asia,Cambodia,2021-01-15,10,0,2,0,0
KHM,Asia,Cambodia,2021-01-16,3,0,2,0,0
KHM,Asia,Cambodia,2021-01-17,0,0,2,0,0
KHM,Asia,Cambodia,2021-01-18,2,0,2,0,0
KHM,Asia,Cambodia,2021-01-19,7,0,2,0,0
KHM,Asia,Cambodia,2021-01-20,5,1,2,1,0
KHM,Asia,Cambodia,2021-01-21,3,0,2,0,0
KHM,Asia,Cambodia,2021-01-22,0,0,2,0,0
KHM,Asia,Cambodia,2021-01-23,2,0,2,0,0
KHM,Asia,Cambodia,2021-01-24,0,0,2,0,0
KHM,Asia,Cambodia,2021-01-25,2,0,2,0,0
KHM,Asia,Cambodia,2021-01-26,0,0,2,0,0
KHM,Asia,Cambodia,2021-01-27,0,0,2,0,1
KHM,Asia,Cambodia,2021-01-28,3,0,2,0,0
KHM,Asia,Cambodia,2021-01-29,0,0,2,0,0
KHM,Asia,Cambodia,2021-01-30,2,0,2,0,0
KHM,Asia,Cambodia,2021-01-31,1,0,2,0,0
KHM,Asia,Cambodia,2021-02-01,0,0,2,0,0
KHM,Asia,Cambodia,2021-02-02,0,0,2,2,0
KHM,Asia,Cambodia,2021-02-03,1,1,2,0,0
KHM,Asia,Cambodia,2021-02-04,3,0,2,0,0
KHM,Asia,Cambodia,2021-02-05,2,0,2,1,0
KHM,Asia,Cambodia,2021-02-06,2,0,2,0,0
KHM,Asia,Cambodia,2021-02-07,0,0,2,0,0
KHM,Asia,Cambodia,2021-02-08,2,0,2,0,0
KHM,Asia,Cambodia,2021-02-09,0,0,2,0,2
KHM,Asia,Cambodia,2021-02-10,2,0,2,0,0
KHM,Asia,Cambodia,2021-02-11,1,0,2,0,0
KHM,Asia,Cambodia,2021-02-12,0,0,2,0,1
KHM,Asia,Cambodia,2021-02-13,0,0,2,0,0
KHM,Asia,Cambodia,2021-02-14,0,0,2,0,0
KHM,Asia,Cambodia,2021-02-15,0,0,2,0,0
KHM,Asia,Cambodia,2021-02-16,0,2,2,0,0
KHM,Asia,Cambodia,2021-02-17,4,0,2,0,0
KHM,Asia,Cambodia,2021-02-18,1,0,2,0,0
KHM,Asia,Cambodia,2021-02-19,0,1,2,0,0
KHM,Asia,Cambodia,2021-02-20,49,0,2,0,0
KHM,Asia,Cambodia,2021-02-21,35,0,2,0,0
KHM,Asia,Cambodia,2021-02-22,25,0,2,0,0
KHM,Asia,Cambodia,2021-02-23,40,0,2,0,0
KHM,Asia,Cambodia,2021-02-24,64,0,2,0,0
KHM,Asia,Cambodia,2021-02-25,44,0,2,0,0
KHM,Asia,Cambodia,2021-02-26,26,0,2,0,0
KHM,Asia,Cambodia,2021-02-27,38,0,2,0,0
KHM,Asia,Cambodia,2021-02-28,15,0,2,0,0
KHM,Asia,Cambodia,2021-03-01,24,0,2,0,0
KHM,Asia,Cambodia,2021-03-02,34,0,2,0,0
KHM,Asia,Cambodia,2021-03-03,31,0,2,0,0
KHM,Asia,Cambodia,2021-03-04,23,0,2,0,0
KHM,Asia,Cambodia,2021-03-05,21,0,2,0,0
KHM,Asia,Cambodia,2021-03-06,34,0,2,0,0
KHM,Asia,Cambodia,2021-03-07,24,0,2,0,0
KHM,Asia,Cambodia,2021-03-08,0,0,2,0,0
KHM,Asia,Cambodia,2021-03-09,113,0,2,0,0
KHM,Asia,Cambodia,2021-03-10,39,0,2,0,0
KHM,Asia,Cambodia,2021-03-11,62,0,2,0,0
KHM,Asia,Cambodia,2021-03-12,39,0,2,0,0
KHM,Asia,Cambodia,2021-03-13,41,0,2,0,0
KHM,Asia,Cambodia,2021-03-14,20,0,2,0,0
KHM,Asia,Cambodia,2021-03-15,0,0,2,0,0
KHM,Asia,Cambodia,2021-03-16,180,0,2,0,0
KHM,Asia,Cambodia,2021-03-17,36,0,2,1,0
KHM,Asia,Cambodia,2021-03-18,37,0,2,0,0
KHM,Asia,Cambodia,2021-03-19,0,0,2,0,0
KHM,Asia,Cambodia,2021-03-20,0,0,2,0,0
KHM,Asia,Cambodia,2021-03-21,175,0,2,0,0
KHM,Asia,Cambodia,2021-03-22,35,0,2,1,0
KHM,Asia,Cambodia,2021-03-23,29,0,2,0,0
KHM,Asia,Cambodia,2021-03-24,55,0,2,0,1
KHM,Asia,Cambodia,2021-03-25,0,0,2,0,0
KHM,Asia,Cambodia,2021-03-26,96,0,2,0,0
KHM,Asia,Cambodia,2021-03-27,179,0,2,0,0
KHM,Asia,Cambodia,2021-03-28,86,0,2,0,0
KHM,Asia,Cambodia,2021-03-29,145,0,2,0,1
KHM,Asia,Cambodia,2021-03-30,62,0,2,0,0
KHM,Asia,Cambodia,2021-03-31,0,1,2,2,0
KHM,Asia,Cambodia,2021-04-01,37,0,2,0,0
KHM,Asia,Cambodia,2021-04-02,69,0,2,0,0
KHM,Asia,Cambodia,2021-04-03,143,0,2,1,0
KHM,Asia,Cambodia,2021-04-04,0,0,2,0,0
KHM,Asia,Cambodia,2021-04-05,63,1,2,0,0
KHM,Asia,Cambodia,2021-04-06,163,0,2,0,0
KHM,Asia,Cambodia,2021-04-07,0,0,2,1,2
KHM,Asia,Cambodia,2021-04-08,113,0,2,0,0
KHM,Asia,Cambodia,2021-04-09,576,0,2,1,0
KHM,Asia,Cambodia,2021-04-10,477,0,2,0,1
KHM,Asia,Cambodia,2021-04-11,434,0,2,0,0
KHM,Asia,Cambodia,2021-04-12,0,0,2,0,0
KHM,Asia,Cambodia,2021-04-13,181,0,2,0,0
KHM,Asia,Cambodia,2021-04-14,178,2,2,0,1
KHM,Asia,Cambodia,2021-04-15,344,0,2,1,0
KHM,Asia,Cambodia,2021-04-16,262,0,2,0,1
KHM,Asia,Cambodia,2021-04-17,291,1,2,0,0
KHM,Asia,Cambodia,2021-04-18,618,0,2,0,0
